idid,pagerank,component
30,1.5990391791382998,8589934592
6,1.7791234825327915,8589934592
64,0.8185668097586337,8589934592
66,0.927970257587765,8589934592
7,0.3904812948573586,8589934592
118,0.7476239127900249,8589934592
12,1.5227605127339905,8589934592
46,0.43647334793963904,8589934592
16,2.680951394520335,8589934592
107,2.037484558380759,8589934592
94,1.3857148329638935,8589934592
131,1.2977397982653565,8589934592
19,2.9676388057269123,8589934592
109,0.8947432965756963,8589934592
15,2.6769148141951136,8589934592
23,0.9278216317741107,8589934592
119,0.42843186719805204,8589934592
84,1.486597848406044,8589934592
77,2.315305456629991,8589934592
25,1.440176769150507,8589934592
82,0.24138686266898596,8589934592
9,0.40777240127375586,8589934592
24,0.4564046945961588,8589934592
33,0.6532267390546667,8589934592
49,0.49956499929254505,8589934592
98,1.3145302313351377,8589934592
1,1.3202069845047046,8589934592
50,0.6549392494402001,8589934592
92,0.43137008841168345,8589934592
95,0.8792727254451848,8589934592
113,0.19544550719481515,8589934592
83,0.2863737397941237,8589934592
106,1.1576693237661053,8589934592
132,0.3113087538320379,8589934592
122,1.2219613281781692,8589934592
38,0.3206941586193996,8589934592
67,2.1073178132016204,8589934592
39,0.30815227503769094,8589934592
31,1.042613645213234,8589934592
121,1.769487306697373,8589934592
99,0.7403363496582569,8589934592
21,1.563066585875133,8589934592
111,1.4678902867275514,8589934592
32,2.092066741628337,8589934592
101,1.0483614503167424,8589934592
4,0.4449146613993293,8589934592
68,0.7795877754808566,8589934592
28,1.9776365467276027,8589934592
59,0.6759731713280566,8589934592
123,1.1811351058621955,8589934592
78,1.0317322981329085,8589934592
13,1.5227605127339905,8589934592
93,1.7196187366112914,8589934592
57,0.9357522703990293,8589934592
41,1.3106739655101478,8589934592
87,0.16302069162967317,8589934592
26,0.3025335942818688,8589934592
11,1.5854825817695484,8589934592
140,0.7058562620594133,8589934592
75,0.5106337126840901,8589934592
34,1.5156930515554219,8589934592
56,0.5106337126840902,8589934592
124,0.9611367528258045,8589934592
35,0.8235168065135309,8589934592
97,0.49814971533626895,8589934592
2,0.2437002839999649,8589934592
60,0.4555244251783623,8589934592
22,1.4053004831612093,8589934592
103,0.5969995973139796,8589934592
127,0.979191100110595,8589934592
36,1.338262060318068,8589934592
65,0.6399984812010248,8589934592
42,1.2787913910063307,8589934592
88,1.1655634297088435,8589934592
40,1.7826188223460173,8589934592
125,1.069832042525196,8589934592
37,0.23345761092351766,8589934592
137,0.5629226438723409,8589934592
43,2.619808385882777,8589934592
8,0.3640288989934659,8589934592
62,0.8344254338365846,8589934592
108,0.16302069162967317,8589934592
110,0.16302069162967317,8589934592
102,0.3670935855982099,8589934592
130,1.046220850436797,8589934592
142,0.4301625620422561,8589934592
116,1.038861296721714,8589934592
117,1.9560297074524502,8589934592
138,0.16302069162967317,8589934592
29,2.092066741628337,8589934592
20,1.3168932994876428,8589934592
69,0.16302069162967317,8589934592
5,1.013245096306928,8589934592
134,0.16302069162967317,8589934592
53,2.2840092185169953,8589934592
76,0.46744758616647625,8589934592
112,0.7633046419866167,8589934592
17,2.619808385882777,8589934592
14,1.5442346495940698,8589934592
3,1.5836110757687496,8589934592
96,1.598288342228232,8589934592
52,0.4596299903709198,8589934592
85,1.5863216250676997,8589934592
114,1.2721158067486333,8589934592
141,1.1109285232770012,8589934592
115,0.9676784213231888,8589934592
91,1.1475024774715559,8589934592
18,1.8689070130995737,8589934592
74,1.5368472032833538,8589934592
71,1.5291859917326645,8589934592
105,0.4131527652465292,8589934592
0,2.060939708175103,8589934592
70,0.535148006892436,8589934592
143,0.5585399080532858,8589934592
55,0.5093086728856909,8589934592
90,0.8792727254451848,8589934592
136,0.9611367528258046,8589934592
54,1.0903037272571994,8589934592
47,1.4879950864683398,8589934592
63,1.3710606786932675,8589934592
79,1.0246132115027544,8589934592
86,0.5372748548851708,8589934592
129,0.16302069162967317,8589934592
10,0.5950386657362902,8589934592
27,0.19544550719481515,8589934592
139,0.8962818867405724,8589934592
120,0.1907342092067176,8589934592
61,0.2437002839999649,8589934592
135,1.3202069845047046,8589934592
73,0.47770348428728104,8589934592
133,0.287264232375112,8589934592
100,1.2310123857868316,8589934592
48,0.47049545606424037,8589934592
126,0.19544550719481515,8589934592
104,1.0495628346520505,8589934592
45,0.8046582735397414,8589934592
51,1.7314198118249513,8589934592
72,1.0878024128303374,8589934592
128,0.20647606917434796,8589934592
44,0.2437002839999649,8589934592
81,0.19544550719481515,8589934592
80,1.5065557463993167,8589934592
58,0.6167825223223424,8589934592
89,0.4671564658768204,8589934592
