,0
0,49.45595098042733
1,46.74033119946541
2,52.18495919683816
3,51.91289297947166
4,33.76467637770064
5,51.563648668223735
6,44.72768398707048
7,50.36338319756073
8,48.23662741234815
9,41.74857811773242
10,51.247984133576196
11,39.429008774760845
12,32.81812305489786
13,35.677350764010086
14,-40.38759838220368
15,43.494393584525795
16,26.6360523691061
17,34.46677152535102
18,55.382438467926065
19,19.288156106669817
20,50.67943563033288
21,1.4115242766177438
22,25.54028389450609
23,50.89509334001898
24,44.31408910068545
25,50.92306951674735
26,50.09755951639628
27,57.09088425310656
28,-30.52479560429179
29,20.661704346830913
30,61.67309002989737
31,21.271080092351017
32,50.170874016105444
33,30.077948569654765
34,30.63052552387924
35,37.2104781722496
36,39.308446910899576
37,24.26887435258657
38,46.518726473424
39,39.312243677715514
40,48.86488918231607
41,45.103440452756615
42,44.0117944039758
43,31.71654677345052
44,34.123939727633115
45,53.97163172740259
46,1.6919903848022153
47,38.682341681786
48,34.76368791255129
49,35.03310372679486
50,31.91649919127299
51,17.70949905357151
52,41.683927335924714
53,38.69716231657256
54,34.87750310108189
55,53.05846540641459
56,19.603461373332674
57,43.27451433350987
58,33.319777473779006
59,50.97955734481022
60,34.11225523501236
61,-34.36247211060163
62,48.28314468226109
63,35.52852570869001
64,43.68832820235782
65,45.77901282796117
66,37.87308807142652
67,38.591438226459616
68,40.05851788675105
69,9.561576946928328
70,46.84400417695454
71,40.294864305617395
72,53.0610801453447
73,33.41594727876815
74,30.181421367688383
75,46.45207060441206
76,-35.95094286608002
77,46.25708456274745
78,14.454769179828968
79,35.95849790034023
80,35.08501114355445
81,36.12717821519376
82,34.947969948831975
83,41.36615401591429
84,53.73858652676477
85,29.930378276243243
86,36.36233399658769
87,40.74481641701053
88,51.166650242491095
89,-37.47060140752317
90,45.56512477694509
91,45.599416632425154
92,23.910934152688863
93,51.61411459516825
94,21.423739764862596
95,42.09572491389349
96,-22.237263020372264
97,-36.825489839356244
98,56.56834841138638
99,43.772587074964704
100,36.92735080211588
101,44.15537694811484
102,50.138529206980124
