id,pagerank
30,0.26601349228966853
6,1.6259347554991166
64,0.3218651899999517
66,0.36427230239138675
7,1.4793162242483375
118,0.7984422444757688
12,1.8493422063815157
46,2.208140233509065
16,3.0312124861824916
107,1.2230089633090988
94,1.293516357916128
131,1.2262125673515138
19,2.270709800931732
109,1.190966088196939
15,2.9094767569148705
23,1.0770544238825077
119,0.2987488261902313
84,1.6076214431809497
77,2.607007454513637
25,0.39821565940315984
82,0.3124948660983806
9,2.244418122697901
24,0.8744474221073266
33,0.6338888331285644
49,0.7179581522444181
98,1.474082721308122
1,1.6405343103950376
50,0.6299059686806141
92,0.3288952091068996
95,0.707980235598336
113,0.18587736460155635
83,0.2210254364608758
106,0.2637578171898526
132,0.1875175240169684
122,1.3386922072550271
38,1.9221131972772871
67,1.7942368394686428
39,0.9236309163291891
31,1.7213575429049417
121,0.5436738751733723
99,0.4064711391254442
21,1.333178400777061
111,0.43275963545627605
32,1.7234477478672452
101,0.26137739448024905
4,0.33146733742606244
68,1.2461591378023489
28,2.028814372082657
59,1.0304198569822574
123,0.6534545580239917
78,1.836117884873682
13,1.412143122329456
93,1.6026577554741193
57,1.2704821546025045
41,1.1119011735545763
87,0.18319742902304365
26,0.8618876614520747
11,0.9110394425777868
140,1.271000506227459
75,0.4805128153964681
34,0.806061695645399
56,0.2975230295780086
124,0.3218651899999517
35,0.19413305575240516
97,1.1591298789964797
2,0.1802014337008585
60,0.5182712636739971
22,1.1770344661453924
103,0.29667037221410375
127,2.272439185951408
36,1.5082876096733207
65,0.878512240731892
42,2.4162146423897637
88,0.7140154394237193
40,1.778084991037411
125,0.3573865923243816
37,0.283410244362259
137,0.3218651899999517
43,2.6928889615456373
8,0.20590962653494768
62,1.3188442835594951
108,0.5265874514871175
110,0.5248116735809751
102,0.797157254918368
130,1.1514076202952075
142,0.32980062577202507
116,1.902784778354191
117,1.3642624179195622
138,0.1802014337008585
29,0.6991157771784597
20,1.5625201564135485
69,0.16390143590054893
5,0.2637578171898526
134,0.22953527911923402
53,1.458140311511588
76,0.43616731336761116
112,0.45786915552746776
17,2.506549189016357
14,0.9726866839774132
3,1.6984941752663592
96,1.455726267721162
52,0.328370303133414
85,0.43662102385613316
114,1.6458349548964522
141,0.9563313104046878
115,0.19531724362678665
91,1.6083003881284967
18,2.6872473111668786
74,0.4993229291199659
71,0.7097099239477945
105,0.445634153818757
0,2.3299009737542056
70,1.2382460143148766
143,0.2590271793079999
55,0.47402262603820616
90,1.1556318504970369
136,0.18138562157524002
54,1.6591476688071318
47,1.2677849104351204
63,0.41214728145470647
79,1.0058622304732592
86,0.6061426287558401
129,0.24094147035439661
10,2.527578761198487
27,0.1851631808945169
139,0.3218651899999517
120,0.3901650916869833
61,0.1965014315011681
135,1.694029702170541
73,0.37647054727739193
133,0.46756960019814714
100,1.198789100987296
48,0.8206755342939527
126,0.6834124556467718
104,0.9356029174372685
45,2.302464321787905
51,1.7427214411202743
72,1.0123662748889761
128,0.18138562157524002
44,0.21729317232779402
81,0.17901724582647704
80,2.000521333157539
58,0.27835728463204257
89,0.46283801771904887
