,True_longitude
554,-3.7521190000000004
555,-87.840202
556,-118.445745
557,-0.36244
558,-100.811709
559,8.950907
560,-97.436741
561,-104.79480500000001
562,26.092003
563,-87.83536600000001
564,14.473033
565,-90.062014
566,14.403069
567,10.237635000000001
568,-7.715333
569,-79.95594799999999
570,10.278855
571,2.790002
572,-83.111657
573,-84.084164
574,-6.253701
575,-123.49641299999999
576,-105.090678
577,11.914607
578,-105.247868
579,13.886398999999999
580,-77.66314200000001
581,-99.617825
582,-77.372772
583,-111.71558600000002
584,2.281853
585,5.165019
586,11.352819
587,13.593598000000002
588,0.244948
589,-93.461945
590,-113.53849199999999
591,5.843825
592,12.915848
593,16.345125
594,17.678145999999998
595,18.045203
596,11.304272000000001
597,-77.343166
598,2.404563
599,-87.920112
600,114.001923
601,2.289704
602,0.808457
603,8.953142999999999
604,-112.05299299999999
605,26.100718
606,14.562014999999999
607,-70.826814
608,114.65858300000001
609,-113.381745
610,113.996255
611,-87.83813
612,11.891715
613,-90.237696
614,-77.52884499999999
615,14.513678
616,-122.301505
617,14.405292999999999
618,-118.147423
619,55.248062
620,8.951818
621,139.922154
622,-77.53233900000001
623,-76.246509
624,-113.533318
625,-66.89376800000001
626,18.002143
627,-1.2627
628,11.349896000000001
629,-118.49711599999999
630,11.908928999999999
631,-122.87558999999999
632,145.557176
633,-93.291022
634,-97.458209
635,1.529698
636,-111.95863
637,-2.385748
638,-80.100238
639,-105.23890800000001
640,-122.66712
641,11.342072
642,-90.235936
643,114.00406000000001
644,-118.184079
645,-111.9223
646,-78.87732
647,-113.49273899999999
648,-90.23557
649,11.90943
650,-115.07722700000001
651,-88.253761
652,18.684127
653,-113.52506699999999
654,-2.729934
655,-77.145326
656,-122.794184
657,-112.05308600000001
658,-105.10849099999999
659,-122.747295
660,13.544282
661,-77.531622
662,9.597553999999999
663,-79.21449399999999
664,-71.63206
665,-97.428967
666,25.283951000000002
667,116.678226
668,-80.97454499999999
669,-77.17354499999999
670,14.115746
671,-72.726203
672,107.536878
673,100.575546
674,-77.044078
675,102.77372
676,6.84547
677,174.12195
678,-98.196139
679,16.706504000000002
680,-96.71540999999999
681,-79.397542
682,11.913731
683,175.28206799999998
684,9.069083000000001
685,-95.66284499999999
686,11.895831
687,-122.301584
688,-103.57916999999999
689,11.909282000000001
690,-1.47478
691,2.405233
692,-7.717047999999999
693,-75.92314300000001
694,-120.607899
695,11.911336
696,14.4246
697,-117.945174
698,-77.335897
699,26.104347
700,100.73088
701,12.100394999999999
702,-80.100674
703,-122.35036699999999
704,-1.987373
705,2.348199
706,14.516568
707,10.395472999999999
708,-97.46066
709,13.543439000000001
710,-77.03967
711,-1.53767
712,-84.333704
713,-97.454574
714,-111.97577
715,-77.529114
716,-84.704737
717,-117.94398400000001
718,130.576471
719,8.954894
720,-1.813566
721,-1.9966110000000001
722,-90.236963
723,143.835829
724,14.657848000000001
725,8.940206
726,14.435335
727,16.199179
728,-105.077798
729,14.512435
730,-78.508267
731,-0.700476
732,-83.031564
733,-98.21655600000001
734,-77.348549
735,14.398229999999998
736,-122.951852
737,-87.920342
738,-0.43951999999999997
739,11.35542
740,-80.102158
741,15.771231
742,-96.826014
743,8.944704
744,-77.347473
745,-105.251069
746,11.913692999999999
747,-87.838974
748,121.038751
749,-87.96292199999999
750,-97.426686
751,-0.705148
752,-77.343435
753,116.076897
754,-87.804342
755,-122.29446999999999
756,-84.504317
757,-113.497134
758,8.291547
759,12.938260000000001
760,14.07404
761,14.192697
762,-105.12118999999998
763,11.910969999999999
764,2.1792979999999997
765,-84.284044
766,-118.499306
767,2.287087
768,-99.604692
769,1.963557
770,143.892783
771,14.431267000000002
772,-7.715133
773,14.575517000000001
774,-72.244753
775,-73.647136
776,-83.602288
777,113.982501
778,-119.278791
779,-1.753999
780,-0.446308
781,14.421041
782,102.780008
783,-7.708454
784,-122.6762
785,10.765121
786,16.549678
787,-113.51423700000001
788,8.308703999999999
789,-73.97606999999999
790,2.349171
791,13.289828
792,16.348247
793,16.240891
794,-84.352028
795,-123.378532
796,-119.736134
797,-122.17766499999999
798,-2.678226
799,-72.75019300000001
800,-115.01773
801,-78.86591
802,-90.075735
803,-98.195797
804,17.997035999999998
805,100.57422700000001
806,2.399829
807,-120.599538
808,-97.45964599999999
809,-77.662516
810,5.731504
811,18.142506
812,102.77318100000001
813,-87.919499
814,101.690685
815,-80.722351
816,-73.894784
817,13.544585999999999
818,-96.700281
819,-77.048396
820,-97.445953
821,16.379894
822,14.167156
823,-113.491051
824,14.503352
825,-2.687748
826,-97.430657
827,14.570089000000001
828,10.293947
829,-90.237256
830,-46.996947999999996
831,-72.75184300000001
832,-80.102158
833,-79.209558
834,-74.58280400000001
835,1.9622939999999998
836,11.911336
837,16.1909
838,-110.937671
839,-1.470775
840,18.349167
841,-121.32704299999999
842,-72.738927
843,8.945549
844,13.300123000000001
845,2.40921
846,-122.56461100000001
847,18.361543
848,2.405395
849,-57.951902000000004
850,16.377508
851,100.259618
852,2.3636880000000002
853,-7.13687
854,-1.9904560000000002
855,-122.93811399999998
856,-90.06902
857,-72.242902
858,-3.0415200000000002
859,-71.122803
860,-87.11496899999999
861,-122.64586000000001
862,-97.193634
863,-47.019428999999995
864,-43.3602
865,2.405307
866,13.563523000000002
867,14.333766
868,-47.01867
869,8.87625
870,114.85892700000001
871,-81.809669
872,110.334745
873,2.7821439999999997
874,0.23541399999999998
875,-99.604518
876,0.142217
877,-3.1245700000000003
878,106.62319
879,-97.46032199999999
880,26.105476
881,-111.92667800000001
882,101.39874300000001
883,-77.528935
884,-78.639209
885,-79.214582
886,-87.837055
887,-72.691113
888,-81.40184
889,-88.306428
890,-79.214582
891,-97.458209
892,-97.458547
893,-87.59854
894,102.78593599999999
895,-7.714796000000001
896,-122.66906100000001
897,110.336793
898,26.093572
899,12.120345
900,7.1256330000000005
901,16.705154999999998
902,-71.070437
903,120.29061599999999
904,-122.637106
905,-99.60634399999999
906,-0.36527800000000005
907,13.293089000000002
908,-88.31698399999999
909,-0.15848099999999998
910,139.448626
911,8.957968
912,-77.527412
913,-46.979258
914,-90.073326
915,14.424679999999999
916,2.4107830000000003
917,10.017180999999999
918,14.427928
919,-97.45804
920,16.442976
921,-77.20714699999999
922,-79.21449399999999
923,-2.156398
924,-97.455673
925,15.877660999999998
926,11.346589
927,-7.713646000000001
928,-87.852251
929,11.908769
930,101.610934
931,-105.220624
932,-97.448488
933,-1.8421509999999999
934,-97.458124
935,13.540083
936,174.800446
937,-90.092748
938,-112.054949
939,-77.518632
940,-90.235936
941,11.91262
942,11.910277
943,-78.596379
944,-111.995426
945,-2.6871
946,-73.89900899999999
947,-77.204003
948,-77.417438
949,14.704285999999998
950,-97.448488
951,12.935639
952,-77.53323499999999
953,-2.386926
954,12.936952
955,-78.879177
956,-46.679777
957,-100.379311
958,-1.84263
959,15.056973000000001
960,13.551262
961,-84.39219
962,-84.10207
963,-7.715165
964,18.147294
965,2.4068330000000002
966,15.170348
967,13.540247
968,-97.459138
969,-90.068363
970,121.039378
971,-113.503336
972,14.530546
973,116.046884
974,-113.389128
975,17.999053
976,11.911988000000001
977,-78.640716
978,-72.751999
979,14.043282999999999
980,2.353417
981,-73.19613199999999
982,0.17594500000000002
983,-117.946273
984,-80.72113900000001
985,18.002113
986,13.212892000000002
987,-79.21440600000001
988,0.179295
989,-1.053264
990,13.00186
991,-117.14646599999999
992,-122.29380900000001
993,106.706833
994,-113.51166200000002
995,16.654479000000002
996,103.828102
997,9.237362
998,-87.906625
999,-1.7512869999999998
1000,12.869943
1001,-122.39801200000001
1002,-117.92833300000001
1003,-81.84408
1004,-116.92576899999999
1005,22.92231
1006,-2.401606
1007,-97.322502
1008,8.953725
1009,-90.069385
1010,16.219746
1011,5.115662
1012,150.177565
1013,-116.921353
1014,-77.529472
1015,10.240267
1016,-112.055415
1017,14.172389
1018,12.696641
1019,175.28069399999998
1020,9.009893
1021,106.761752
1022,13.457454
1023,15.8859
1024,-87.836748
1025,-0.514749
1026,-90.07361800000001
1027,13.289074
1028,-99.600691
1029,-0.435878
1030,14.455951
1031,-80.749113
1032,-103.352366
1033,114.00034299999999
1034,106.69881699999999
1035,-77.335718
1036,-2.710395
1037,13.287579000000001
1038,18.546156
1039,-85.802657
1040,-75.916701
1041,-79.93356700000001
1042,-97.26929
1043,-1.7511729999999999
1044,-80.12955500000001
1045,-112.051875
1046,12.713778999999999
1047,-87.81394399999999
1048,-84.326389
1049,102.766894
1050,-84.69559
1051,-79.398862
1052,-47.019125
1053,-112.000176
1054,-117.23229099999999
1055,-112.052807
1056,-78.870775
1057,5.948275
1058,-80.10163399999999
1059,-84.091178
1060,-7.715421000000001
1061,9.287939999999999
1062,-113.51166200000002
1063,-113.49744
1064,6.110282
1065,-97.423898
1066,-105.06345900000001
1067,0.17444
1068,11.341223
1069,-78.65685
1070,-2.1521619999999997
1071,14.427282
1072,15.330401
1073,16.441454999999998
1074,20.988000000000003
1075,1.532892
1076,-0.278019
1077,8.951861
1078,0.171492
1079,-0.074588
1080,8.326047
1081,-2.391717
1082,-77.527054
1083,-77.418693
1084,-90.062014
1085,-7.712944
1086,-95.548234
1087,18.028518
1088,-112.058116
1089,-97.434967
1090,14.43825
1091,-113.50876399999999
1092,18.432315
1093,-122.321374
1094,-90.069458
1095,-72.74910799999999
1096,2.4053169999999997
1097,13.28899
1098,-91.05116899999999
1099,-77.79870799999999
1100,-73.327715
1101,16.6494
1102,-97.44409300000001
1103,-0.432225
1104,10.232982000000002
1105,-95.256242
1106,114.85021100000002
1107,110.33325500000001
1108,25.288214
1109,7.133792
1110,8.810772
1111,14.415588
1112,-77.707336
1113,-93.395129
1114,-113.50882
1115,11.916436000000001
1116,113.998485
1117,-7.714841000000001
1118,-100.379837
1119,-85.967612
1120,14.434559
1121,-113.49176200000001
1122,13.289507
1123,-89.813365
1124,101.618666
1125,-122.93470500000001
1126,-118.497573
1127,-87.311669
1128,-78.650733
1129,0.17689000000000002
1130,-97.45829300000001
1131,-105.195577
1132,-79.209118
1133,-111.876747
1134,2.404141
1135,-116.926229
1136,6.101488
1137,-77.70617299999999
1138,-79.209029
1139,-0.441683
1140,16.376927
1141,-87.916894
1142,-1.266003
1143,-122.640808
1144,16.20084
1145,-97.323936
1146,-73.212362
1147,-122.853233
1148,-90.934931
1149,-90.331641
1150,-93.290079
1151,14.656698
1152,10.936099
1153,-112.07302
1154,-1.958504
1155,-77.53036800000001
1156,-98.19340600000001
1157,-118.451311
1158,-77.70599399999999
1159,-87.827535
1160,-113.500401
1161,-81.81077900000001
1162,20.961748
1163,14.361835999999998
1164,143.866126
1165,-1.0473860000000002
1166,-72.750046
1167,8.541731
1168,-98.197249
1169,100.568511
1170,-58.366209
1171,15.207586
1172,-97.429728
1173,-84.330991
1174,-1.058352
1175,-77.469435
1176,-77.339576
1177,10.274271
1178,22.953960000000002
1179,10.268642999999999
1180,-90.237989
1181,26.100456
1182,14.727419
1183,-87.92286999999999
1184,-1.6502459999999999
1185,13.596916
1186,11.097201
1187,-78.651177
1188,-105.255366
1189,-85.191874
1190,-122.308917
1191,-111.842373
1192,-116.924021
1193,-1.267702
1194,-121.954466
1195,18.736104
1196,100.619963
1197,-2.153022
1198,-66.994287
1199,14.416259
1200,-99.122658
1201,13.292985
1202,-86.85454
1203,16.384634
1204,-112.121458
1205,15.644309
1206,2.405233
1207,13.561962
1208,-90.165044
1209,-84.509479
1210,-116.924849
1211,14.509272
1212,-105.21303600000002
1213,10.76488
1214,18.357995000000003
1215,110.33791000000001
1216,-97.321912
1217,13.568816
1218,8.950388
1219,11.892481
1220,-117.960275
1221,-97.436488
1222,2.783311
1223,2.405577
1224,14.004377999999999
1225,-78.58289599999999
1226,114.32991799999999
1227,13.541603
1228,10.397559
1229,136.687225
1230,-112.054018
1231,-104.92761499999999
1232,-118.21076599999999
1233,-105.81898500000001
1234,-6.229672
1235,-77.342986
1236,-84.499891
1237,9.522027
1238,-87.410487
1239,-72.756194
1240,-97.428798
1241,-1.263945
1242,-77.42138299999999
1243,-72.756466
1244,-80.686915
1245,-113.416754
1246,-98.215787
1247,25.287122
1248,8.958099
1249,-77.52454499999999
1250,-87.60764499999999
1251,-119.870446
1252,-78.507202
1253,-77.384434
1254,-77.06962299999999
1255,-97.460491
1256,15.988769
1257,-99.973854
1258,-87.78413499999999
1259,-122.496362
1260,-1.991352
1261,14.503647
1262,-77.52356
1263,-118.14733100000001
1264,-0.031835
1265,6.557494
1266,-74.55003599999999
1267,-1.9854189999999998
1268,-98.194772
1269,-1.955739
1270,-83.544454
1271,14.718186
1272,-95.545528
1273,-1.6552669999999998
1274,101.398034
1275,-87.841507
1276,-1.650796
1277,-112.054577
1278,-73.8946
1279,144.965357
1280,2.347536
1281,3.275378
1282,-78.65622900000001
1283,-81.807363
1284,-0.373261
1285,16.578293
1286,143.870115
1287,-77.043358
1288,12.873275
1289,0.23750700000000002
1290,-1.8461990000000001
1291,-77.339576
1292,-99.627567
1293,72.565263
1294,11.912863
1295,-97.460829
1296,-87.80826
1297,-98.222622
1298,-86.321156
1299,139.915988
1300,103.727604
1301,11.345436999999999
1302,14.397575
1303,-85.190578
1304,16.450609
1305,-87.795354
1306,-97.460153
1307,-85.802497
1308,-122.638754
1309,-5.089334
1310,8.960683
1311,-98.131253
1312,0.179319
1313,14.392039000000002
1314,14.606557999999998
1315,-73.212713
1316,-105.277404
1317,11.346905
1318,-110.937671
1319,11.021477
1320,14.716829
1321,-121.319626
1322,-77.708409
1323,6.08409
1324,8.306704
1325,-110.938882
1326,2.405264
1327,16.598465
1328,17.993925
1329,13.611029
1330,103.833627
1331,-105.08081299999999
1332,0.094385
1333,139.920953
1334,-98.19596800000001
1335,-97.460829
1336,18.768555
1337,-71.28416800000001
1338,-78.651177
1339,-94.851213
1340,13.596001999999999
1341,-97.324949
1342,2.7799650000000002
1343,-113.46661599999999
1344,-122.766951
1345,-90.237256
1346,14.509839000000001
1347,130.52261000000001
1348,-100.370976
1349,-93.461392
1350,-84.322526
1351,-91.047878
1352,14.437759
1353,-95.668515
1354,-122.637279
1355,14.259419
1356,14.410364000000001
1357,13.57216
1358,-77.05181400000001
1359,16.371835
1360,7.63138
1361,-97.47613199999999
1362,13.542725
1363,16.382412
1364,-113.513954
1365,13.539558
1366,116.683199
1367,-117.94361799999999
1368,-1.987968
1369,-77.07349
1370,-90.06215999999999
1371,-67.137733
1372,-94.67066899999999
1373,-97.461928
1374,110.334652
1375,8.95411
1376,132.23135
1377,-122.30964099999998
1378,13.302185
1379,14.407384
1380,2.294489
1381,-76.24506099999999
1382,-73.893957
1383,-93.41614799999999
1384,-2.6905360000000003
1385,14.510464
1386,-97.477315
1387,-99.60243100000001
1388,-80.09884100000001
1389,13.540420999999998
1390,139.462053
1391,0.242373
1392,14.918676000000001
1393,-2.473848
1394,-113.37133200000001
1395,-97.215614
1396,-72.726295
1397,-113.490175
1398,9.943257000000001
1399,11.346314999999999
1400,-72.745284
1401,-57.949238
1402,-94.781983
1403,-80.09954
1404,-122.497225
1405,143.855516
1406,-2.3911580000000003
1407,-96.700616
1408,-2.991659
1409,-112.00194599999999
1410,11.90943
1411,-118.494836
1412,14.688707
1413,17.994738
1414,10.828289
1415,10.688874
1416,15.080548
1417,10.386526
1418,-2.027323
1419,-80.098929
1420,-77.527412
1421,-88.314933
1422,14.717266
1423,-113.44383
1424,-105.256006
1425,8.954188
1426,-72.745549
1427,-105.010221
1428,-70.615034
1429,175.35662
1430,-6.225193
1431,-112.054111
1432,-86.320522
1433,-67.137454
1434,-71.058737
1435,-1.265965
1436,-78.654279
1437,18.2269
1438,-78.653304
1439,-77.42228
1440,-0.075688
1441,-71.249324
1442,-87.837823
1443,-87.85301899999999
1444,-80.08470200000001
1445,114.328433
1446,-0.439173
1447,-113.53443899999999
1448,13.541523999999999
1449,-117.99587199999999
1450,-83.880308
1451,11.9057
1452,-77.51630300000001
1453,-115.17664199999999
1454,-117.13130100000001
1455,13.293512
1456,-87.958023
1457,-0.43979799999999997
1458,-97.448657
1459,2.344425
1460,-1.995423
1461,13.534858999999999
1462,145.558072
1463,-117.28281299999999
1464,14.425099
1465,-97.448066
1466,-81.812146
1467,4.889167
1468,-0.44157299999999994
1469,-112.054018
1470,-2.878211
1471,-80.686135
1472,-122.663959
1473,-80.35512
1474,-97.326636
1475,-81.573224
1476,18.285145999999997
1477,-90.061284
1478,-72.75199
1479,14.903428
1480,-98.197506
1481,-77.527233
1482,-104.61453399999999
1483,-80.686222
1484,11.105718
1485,-7.14
1486,12.697208999999999
1487,-74.132942
1488,-97.187487
1489,114.004618
1490,-122.952979
1491,-81.471624
1492,11.343093
1493,-95.428772
1494,-95.546676
1495,-90.238209
1496,15.416007999999998
1497,100.559719
1498,-80.09194699999999
1499,-97.448657
1500,-2.4748360000000003
1501,13.011088
1502,143.861967
1503,-80.08156
1504,-81.808388
1505,-89.375401
1506,-95.25273299999999
1507,-105.15938500000001
1508,14.721969
1509,11.308594
1510,-84.334032
1511,-116.934141
1512,-106.71346000000001
1513,14.674496
1514,-119.74545400000001
1515,-90.239528
1516,-94.78959
1517,12.934519
1518,-80.134964
1519,-71.536461
1520,-79.21449399999999
1521,-93.392878
1522,11.342931
1523,10.775388000000001
1524,-104.97973
1525,-77.07349
1526,2.790391
1527,153.03494799999999
1528,-93.29259499999999
1529,11.34833
1530,-98.213737
1531,4.909395
1532,14.430195000000001
1533,-79.917565
1534,-77.4195
1535,-71.05632299999999
1536,-90.377447
1537,-90.076027
1538,-112.00725600000001
1539,120.34152399999999
1540,14.571304999999999
1541,139.92271499999998
1542,-113.52521499999999
1543,-97.448573
1544,-99.962402
1545,11.911735
1546,-1.543017
1547,-81.51219499999999
1548,9.59135
1549,14.663276000000002
1550,18.004883
1551,13.562152
1552,13.539123000000002
1553,-117.274546
1554,-87.813099
1555,-77.074389
1556,11.344133
1557,13.538604999999999
1558,17.032137
1559,-118.248322
1560,18.362409
1561,-122.85381699999999
1562,14.090470999999999
1563,-90.16658100000001
1564,13.45421
1565,-1.042355
1566,15.833431
1567,11.348785000000001
1568,14.015217000000002
1569,11.357239
1570,-1.6523830000000002
1571,-113.50761499999999
1572,-87.60101
1573,13.307633
1574,13.291538000000001
1575,-3.7349010000000002
1576,-77.343166
1577,12.05915
1578,14.504732
1579,36.214758
1580,13.538977
1581,-79.908557
1582,-90.239528
1583,18.041451000000002
1584,-95.52019
1585,12.717236999999999
1586,-87.837823
1587,11.359306
1588,0.126661
