,True_longitude
17646,-98.196224
17647,-97.459561
17648,-72.744842
17649,100.45875500000001
17650,-77.049026
17651,116.673988
17652,-113.581822
17653,-80.753962
17654,-113.54066399999999
17655,-0.077711
17656,9.674447
17657,-87.619294
17658,-77.41474699999999
17659,14.425099
17660,-77.53009899999999
17661,-97.44375500000001
17662,13.748431
17663,-83.10361
17664,-1.975516
17665,14.420577999999999
17666,-81.570397
17667,-79.948693
17668,143.887264
17669,-122.35056100000001
17670,-97.45964599999999
17671,72.569144
17672,114.84631599999999
17673,15.260639999999999
17674,-99.60495300000001
17675,-117.34599299999999
17676,-112.054204
17677,-77.415196
17678,-77.196636
17679,18.279542000000003
17680,-1.895562
17681,-1.988984
17682,-87.848721
17683,-0.44345100000000004
17684,11.344965
17685,-71.071087
17686,-7.717224000000001
17687,-84.33090899999999
17688,2.407232
17689,-80.00908000000001
17690,-84.090188
17691,-121.334639
17692,14.413597
17693,12.763669
17694,17.991722
17695,14.507557
17696,9.176753
17697,0.12251
17698,0.121101
17699,-5.086499
17700,-122.407482
17701,-73.896529
17702,-77.511465
17703,-97.460829
17704,1.5384229999999999
17705,8.958122
17706,-71.07164399999999
17707,-97.06123000000001
17708,6.0848629999999995
17709,2.2864709999999997
17710,-100.372906
17711,14.658029
17712,-2.687121
17713,18.14196
17714,2.406083
17715,-77.711003
17716,16.550770999999997
17717,8.928272999999999
17718,-47.020949
17719,-47.017682
17720,-97.45829300000001
17721,-84.166306
17722,-77.475351
17723,-97.44417800000001
17724,14.477028
17725,8.941335
17726,-113.511614
17727,136.688288
17728,-77.203554
17729,-120.60718
17730,26.094392000000003
17731,8.949010000000001
17732,106.690249
17733,-0.188125
17734,-71.67090400000001
17735,-77.483327
17736,-112.05299299999999
17737,-98.196054
17738,16.198083
17739,-122.331432
17740,147.326853
17741,-2.023691
17742,-2.391412
17743,11.912536
17744,-87.606565
17745,-90.061065
17746,-90.934185
17747,-73.896897
17748,11.353634
17749,-81.394025
17750,11.348606
17751,15.05375
17752,2.405742
17753,13.54906
17754,0.808344
17755,16.38435
17756,-97.269711
17757,0.12493499999999999
17758,-84.058162
17759,10.281808999999999
17760,2.347699
17761,143.85331000000002
17762,-117.348381
17763,-80.976703
17764,139.916469
17765,-112.05438999999998
17766,-97.32680500000001
17767,18.346255
17768,-103.22500600000001
17769,-111.74483700000002
17770,-0.026102999999999998
17771,18.194639000000002
17772,-123.375795
17773,-79.21449399999999
17774,-111.997848
17775,-47.021328999999994
17776,-90.06245200000001
17777,12.055392
17778,-79.30461
17779,14.417060999999999
17780,1.9622939999999998
17781,130.586634
17782,-77.033103
17783,11.395109
17784,-81.50542
17785,14.388098999999999
17786,-71.122524
17787,-113.579085
17788,-79.92255
17789,-103.368792
17790,-73.919495
17791,-90.935976
17792,14.491133999999999
17793,8.95646
17794,-77.52884499999999
17795,9.029359
17796,-77.387035
17797,7.271819
17798,14.077637
17799,-90.06405699999999
17800,-79.211145
17801,-78.64559200000001
17802,-85.708439
17803,-83.478566
17804,9.600336
17805,8.310305
17806,14.509272
17807,-93.29346
17808,8.954773
17809,5.724632
17810,-117.94270300000001
17811,11.894607
17812,-97.450601
17813,-97.11511899999999
17814,-94.582313
17815,-97.446375
17816,18.162339000000003
17817,26.098748
17818,-77.345499
17819,-122.760473
17820,-98.489349
17821,16.398170999999998
17822,-97.460829
17823,-117.94343500000001
17824,-1.944866
17825,-97.458969
17826,14.539489999999999
17827,10.765504
17828,-87.851638
17829,-113.51841599999999
17830,13.002191
17831,-78.50374000000001
17832,16.643755
17833,-97.46032199999999
17834,11.652289999999999
17835,-84.395638
17836,-100.37895999999999
17837,-87.830299
17838,15.217847
17839,-77.528577
17840,-77.709124
17841,-123.382797
17842,113.97971399999999
17843,15.890148000000002
17844,-95.546676
17845,-97.318621
17846,-73.329466
17847,-96.60825
17848,-1.43448
17849,-90.93329
17850,-90.933962
17851,101.615822
17852,-99.604431
17853,2.294282
17854,-97.450179
17855,10.689829
17856,-77.513077
17857,13.293163
17858,8.957372
17859,-84.29424200000001
17860,-77.532249
17861,-97.431164
17862,-79.211233
17863,-105.081726
17864,16.390254000000002
17865,-2.4216990000000003
17866,-105.08291299999999
17867,-93.243239
17868,106.705174
17869,-75.92278
17870,-2.387766
17871,-123.37783
17872,8.952115
17873,-71.06793
17874,14.709614000000002
17875,-87.795046
17876,-87.799041
17877,-122.67483
17878,-99.189862
17879,2.4040049999999997
17880,3.2757709999999998
17881,-84.50718499999999
17882,2.398996
17883,14.491352
17884,-77.044168
17885,-113.506726
17886,-98.479745
17887,13.540247
17888,-96.67939100000001
17889,-93.290315
17890,-84.352274
17891,-111.715493
17892,11.978208
17893,12.569382000000001
17894,-73.91646300000001
17895,-87.844961
17896,-118.494836
17897,-0.43979799999999997
17898,-122.95438100000001
17899,11.357776
17900,14.716829999999998
17901,-81.815391
17902,14.509839000000001
17903,-46.980093
17904,14.333839999999999
17905,-122.66739
17906,2.404819
17907,17.392616
17908,-0.44345100000000004
17909,12.210497
17910,-98.19946999999999
17911,14.725706
17912,11.89065
17913,-118.01215900000001
17914,-116.957968
17915,0.16453199999999998
17916,2.408143
17917,-87.834061
17918,-105.26716200000001
17919,-8.467389
17920,14.511316
17921,114.004897
17922,-113.510121
17923,-104.89431100000002
17924,14.511892000000001
17925,-74.00279
17926,-80.100151
17927,2.405056
17928,-88.25961600000001
17929,-118.244028
17930,14.417048000000001
17931,11.341687
17932,-90.43767199999999
17933,-2.481343
17934,-2.991603
17935,-0.574291
17936,-77.527412
17937,-77.04101999999999
17938,-79.234498
17939,-119.871893
17940,-84.504317
17941,9.174036
17942,-116.924297
17943,-87.603865
17944,-120.396992
17945,14.507952
17946,-87.462216
17947,-77.38936700000001
17948,13.539682
17949,13.601701
17950,-78.865645
17951,-87.458423
17952,-108.49876
17953,-111.744651
17954,14.470524
17955,-78.50729100000001
17956,13.555394
17957,13.823057999999998
17958,-73.99856700000001
17959,9.636663
17960,4.316674
17961,-90.934708
17962,11.907177
17963,8.95032
17964,-105.256372
17965,-97.461928
17966,16.398393
17967,13.381070000000001
17968,-80.130951
17969,-99.630264
17970,14.655683999999999
17971,-112.053459
17972,116.101274
17973,12.880394
17974,-117.269586
17975,-90.235863
17976,8.952219
17977,11.307396
17978,-71.265473
17979,-117.214651
17980,12.918236
17981,-122.395799
17982,2.401981
17983,14.511745000000001
17984,15.880668
17985,-113.53538999999999
17986,-78.651088
17987,-87.84304200000001
17988,14.605104999999998
17989,-98.16198100000001
17990,-113.729201
17991,-0.17706
17992,-77.526964
17993,15.885342999999999
17994,2.401426
17995,2.401226
17996,-81.697785
17997,14.510781
17998,8.9521
17999,18.184210999999998
18000,-75.919423
18001,10.313174
18002,-79.938726
18003,-122.58768799999999
18004,-82.997653
18005,14.418013
18006,-3.723478
18007,18.136252
18008,-1.155008
18009,-97.451362
18010,22.523204
18011,-77.345947
18012,-87.742307
18013,-1.9882419999999998
18014,11.91083
18015,11.348678
18016,13.543617999999999
18017,14.414222
18018,0.666482
18019,110.336886
18020,-73.229677
18021,-97.461928
18022,-70.938565
18023,-78.486249
18024,2.2940669999999996
18025,10.763884
18026,23.424589
18027,-73.991038
18028,14.429020000000001
18029,-114.961096
18030,-122.38526599999999
18031,-91.05625699999999
18032,-70.95026800000001
18033,-78.86361
18034,-90.240335
18035,14.56543
18036,-1.053264
18037,-77.710287
18038,-90.235716
18039,-111.877027
18040,11.910277
18041,14.421376
18042,-77.07349
18043,-117.919545
18044,5.123514
18045,26.080702
18046,-122.741142
18047,-87.916894
18048,18.161791
18049,114.19451399999998
18050,2.405233
18051,-87.613508
18052,-75.660948
18053,-2.3968279999999997
18054,-84.325156
18055,-80.72391
18056,9.592157
18057,-122.978683
18058,-95.085614
18059,18.350895
18060,-79.214318
18061,-118.211497
18062,-43.248788
18063,-84.324005
18064,-112.057464
18065,-76.97569200000001
18066,-98.218265
18067,-75.922054
18068,15.765613
18069,-71.25053100000001
18070,132.227496
18071,13.870573
18072,16.383251
18073,175.28012900000002
18074,-113.40959699999999
18075,-80.655452
18076,5.349136
18077,10.859109
18078,13.5642
18079,14.009532
18080,2.400307
18081,13.193359
18082,-117.918081
18083,-83.026697
18084,-77.70885600000001
18085,-84.328608
18086,18.737247
18087,-97.458969
18088,-84.513166
18089,-43.166126
18090,-105.25198300000001
18091,-113.45145600000001
18092,-71.618524
18093,-117.114112
18094,-90.236083
18095,139.91847099999998
18096,15.632226000000001
18097,-75.64058399999999
18098,-1.526756
18099,13.539682
18100,-117.14784499999999
18101,13.292544
18102,-113.537283
18103,-77.067374
18104,-118.11898899999998
18105,11.357167
18106,-90.07361800000001
18107,15.225216
18108,-79.226743
18109,-2.6893599999999998
18110,10.764016
18111,7.262378
18112,-0.45026700000000003
18113,-122.49663000000001
18114,14.70476
18115,11.350674
18116,-79.210263
18117,14.517425
18118,-0.43928900000000004
18119,-77.354561
18120,-112.055508
18121,11.357819000000001
18122,-87.838437
18123,100.52192099999999
18124,10.406804
18125,17.996289
18126,14.470522
18127,14.372357999999998
18128,-79.893162
18129,10.825581
18130,175.312047
18131,-118.496022
18132,15.109079000000001
18133,5.366435
18134,15.894585999999999
18135,2.288704
18136,-80.100325
18137,8.952538
18138,14.702959
18139,-81.809156
18140,-77.389726
18141,11.128577
18142,-71.250716
18143,14.710114
18144,-100.369221
18145,-78.651177
18146,26.094392000000003
18147,-87.845652
18148,-118.14851999999999
18149,14.704343
18150,11.91733
18151,14.570672
18152,-81.470166
18153,-6.232493
18154,-122.88628200000001
18155,-98.218521
18156,-118.17183100000001
18157,2.413617
18158,-84.69559
18159,-77.53135400000001
18160,-122.753176
18161,-77.381294
18162,-87.85417
18163,16.194053
18164,-119.23375800000001
18165,12.415178
18166,13.533273999999999
18167,-2.690074
18168,16.609085999999998
18169,-76.607288
18170,17.991841
18171,-72.739147
18172,-113.51025
18173,-80.977049
18174,15.763447
18175,-98.197164
18176,14.411513000000001
18177,21.262995999999998
18178,14.689635999999998
18179,8.62953
18180,2.40522
18181,14.561204
18182,14.44549
18183,14.487507999999998
18184,-97.463872
18185,-1.652381
18186,0.118192
18187,2.40251
18188,-80.09954
18189,-97.46032199999999
18190,-123.009225
18191,15.208379999999998
18192,-87.96231
18193,166.448491
18194,18.358354000000002
18195,14.658717000000001
18196,-74.583354
18197,-122.339219
18198,13.301851999999998
18199,10.391105
18200,-0.42822899999999997
18201,-97.46573199999999
18202,14.51446
18203,-77.07330999999999
18204,11.305918
18205,-97.457448
18206,11.910277
18207,-104.999448
18208,-78.97438199999999
18209,9.642669
18210,14.417617000000002
18211,-122.39898500000001
18212,-111.79743400000001
18213,-87.357381
18214,-81.501733
18215,13.815341
18216,12.938551
18217,-77.04218900000001
18218,-77.386945
18219,-72.75632900000001
18220,-117.597503
18221,10.842871
18222,14.505999999999998
18223,2.405396
18224,-90.930605
18225,-105.083096
18226,-73.895978
18227,8.955436
18228,-47.020189
18229,14.512945000000002
18230,-89.375327
18231,8.941016000000001
18232,13.541523999999999
18233,14.430398
18234,-78.502408
18235,13.544985
18236,-113.38913500000001
18237,-81.181338
18238,14.470524
18239,113.991051
18240,101.616888
18241,0.11799200000000001
18242,-113.519226
18243,26.088184
18244,-87.283553
18245,-7.714841000000001
18246,6.553861
18247,-6.230668
18248,-1.0513940000000002
18249,100.571765
18250,-80.885209
18251,174.776554
18252,-97.448488
18253,135.550294
18254,-97.44417800000001
18255,14.719035
18256,-104.84021800000001
18257,100.553213
18258,-90.078509
18259,-73.900112
18260,-117.767802
18261,-73.209366
18262,-81.653806
18263,13.534642000000002
18264,-99.605387
18265,-7.715561
18266,2.333116
18267,14.422232999999999
18268,17.997705
18269,-81.841348
18270,-116.923193
18271,-90.073545
18272,-88.313642
18273,-98.196908
18274,-77.527412
18275,13.541603
18276,-77.42138299999999
18277,-122.305194
18278,-77.39143
18279,14.455668
18280,14.329569000000001
18281,14.508385
18282,14.408673
18283,0.171981
18284,-111.71698300000001
18285,-97.441896
18286,-95.665803
18287,-93.458552
18288,-79.399917
18289,-98.19238100000001
18290,175.308088
18291,-90.074786
18292,8.953946
18293,-73.976529
18294,13.542207000000001
18295,0.346681
18296,18.794009
18297,-73.856287
18298,12.703867
18299,110.33325500000001
18300,-77.419141
18301,11.093739
18302,-122.32412099999999
18303,11.308297999999999
18304,11.889000000000001
18305,-99.60364799999999
18306,-78.651443
18307,-83.096485
18308,14.413023999999998
18309,-74.580608
18310,7.11638
18311,2.295404
18312,15.879976999999998
18313,-90.06179499999999
18314,-66.037293
18315,-87.84319599999999
18316,-123.378514
18317,-43.555625
18318,-87.796352
18319,-95.429264
18320,13.553679999999998
18321,-106.70570500000001
18322,-105.27886699999999
18323,7.0639899999999995
18324,2.7907029999999997
18325,14.414635
18326,13.557776
18327,-113.42728500000001
18328,13.600289000000002
18329,-77.52794899999999
18330,-84.334608
18331,-58.362733
18332,-113.526252
18333,-86.005978
18334,120.991441
18335,10.74841
18336,26.104283
18337,-77.506626
18338,0.17594500000000002
18339,-97.163664
18340,-113.879178
18341,14.718973000000002
18342,-111.921462
18343,100.46314699999999
18344,-77.345499
18345,-97.461928
18346,-72.694245
18347,-99.56721800000001
18348,-113.501522
18349,2.3568279999999997
18350,-77.529114
18351,139.459351
18352,14.396872
18353,12.532357000000001
18354,-97.44476999999999
18355,9.668008
18356,-82.890684
18357,-90.064714
18358,14.664856
18359,11.36073
18360,16.644052
18361,-118.211497
18362,-77.52902399999999
18363,18.139278
18364,-1.475233
18365,13.187868
18366,-113.49106200000001
18367,4.922726
18368,-77.438867
18369,-93.390618
18370,2.3517360000000003
18371,14.497748999999999
18372,-1.7639790000000002
18373,-87.84956600000001
18374,-77.516482
18375,-77.401296
18376,13.759756
18377,-90.23615600000001
18378,14.164941
18379,18.735623999999998
18380,103.835801
18381,-87.829992
18382,103.679103
18383,13.771633
18384,16.396121
18385,-1.6586029999999998
18386,14.448804
18387,-112.054763
18388,14.468647
18389,9.178969
18390,-112.052062
18391,-79.305403
18392,-93.325159
18393,-1.763011
18394,14.397789999999999
18395,-90.07318000000001
18396,14.511782
18397,0.18043199999999998
18398,14.407951999999998
18399,14.514508
18400,-80.750412
18401,-87.450528
18402,18.805603
18403,14.428882000000002
18404,-122.403217
18405,-77.068454
18406,16.704224
18407,-122.887129
18408,14.53539
18409,13.597019
18410,-97.427531
18411,-77.043538
18412,20.00798
18413,8.950853
18414,-122.66604699999999
18415,11.914083
18416,100.564379
18417,-78.512351
18418,16.893947
18419,147.282041
18420,-97.458547
18421,-71.319854
18422,100.57581
18423,-98.1952
18424,-78.867237
18425,-93.38704399999999
18426,-111.877399
18427,120.34891
18428,-80.842839
18429,-70.610014
18430,-74.94247800000001
18431,14.505931
18432,13.303648
18433,2.348202
18434,-77.044258
18435,-84.091261
18436,10.974298
18437,114.328804
18438,14.511316
18439,-87.95848199999999
18440,-118.496478
18441,-84.330416
18442,8.956078
18443,14.315439999999999
18444,14.424472
18445,-73.21775500000001
18446,-87.831758
18447,26.082957999999998
18448,-104.772924
18449,130.580362
18450,-0.44273900000000005
18451,174.08267800000002
18452,11.910751
18453,-105.30214199999999
18454,-79.215111
18455,122.556762
18456,-104.812403
18457,103.827377
18458,1.245041
18459,-0.824443
18460,-0.439726
18461,-72.750381
18462,18.188614
18463,-7.712323
18464,110.33521
18465,-80.68509499999999
18466,-0.101811
18467,-77.52606800000001
18468,-118.495566
18469,16.194053
18470,-78.654013
18471,17.037092
18472,-117.904349
18473,-98.195712
18474,-96.718419
18475,-78.65516600000001
18476,-123.379516
18477,-93.386946
18478,-90.07975
18479,-87.853863
18480,-118.983201
18481,-77.531802
18482,-0.44426499999999997
18483,-116.92199699999999
18484,8.950845
18485,5.255991000000001
18486,-77.34836999999999
18487,-122.565625
18488,-84.103307
18489,8.955574
18490,16.380045000000003
18491,139.705617
18492,-117.294661
18493,-77.39304399999999
18494,-1.476367
18495,16.643531
18496,0.12521600000000002
18497,14.420827
18498,-73.570073
18499,-122.302559
18500,-72.752209
18501,-77.049115
18502,14.434556
18503,-90.93545400000001
18504,103.853736
18505,7.27165
18506,13.553220000000001
18507,8.954507000000001
18508,4.894074
18509,-87.459662
18510,174.807783
18511,10.941018
18512,14.511211999999999
18513,-81.401324
18514,-0.075335
18515,10.409343
18516,18.437348
18517,14.5211
18518,14.403594
18519,-86.937489
18520,-95.663338
18521,-90.23557
18522,-90.183048
18523,-84.328608
18524,9.513948
18525,-79.215023
18526,14.51481
18527,14.506403
18528,-77.346575
18529,14.719172
18530,-71.310017
18531,0.176483
18532,113.948675
18533,13.445213
18534,-87.919499
18535,14.315367000000002
18536,18.355838000000002
18537,-119.212599
18538,15.593210999999998
18539,-97.42676999999999
18540,2.790002
18541,14.983985
18542,103.827196
18543,-111.788477
18544,-97.12571700000001
18545,-89.788246
18546,14.545997
18547,-7.700678
18548,12.057576
18549,-122.32689199999999
18550,13.536101
18551,-98.125109
18552,-46.547596999999996
18553,-122.321773
18554,25.293331
18555,0.172327
18556,-113.51179499999999
18557,-118.21698
18558,-120.64367299999999
18559,-71.285639
18560,13.301789999999999
18561,-117.99834299999999
18562,-74.53685300000001
18563,-112.122203
18564,-117.34360600000001
18565,-90.239308
18566,-117.35186999999999
18567,-112.05821
18568,114.001551
18569,114.846873
18570,-113.36646200000001
18571,-87.84380999999999
18572,-0.155799
18573,14.721233999999999
18574,-98.62461400000001
18575,-1.1517950000000001
18576,2.401727
18577,8.950175
18578,14.327623999999998
18579,-97.459308
18580,15.905892000000001
18581,-112.053738
18582,-80.685702
18583,-117.079171
18584,-79.908732
18585,11.960319
18586,14.019338000000001
18587,1.990044
18588,-118.150897
18589,14.447109
18590,14.43145
18591,14.422573000000002
18592,-73.81282
18593,-98.62590300000001
18594,-97.454912
18595,-100.381856
18596,2.28632
18597,-75.381341
18598,175.296777
18599,-117.94389299999999
18600,11.35042
18601,11.916203999999999
18602,-112.183773
18603,12.896047
18604,-77.451777
18605,14.706706
18606,8.947811
18607,-72.75782
18608,-1.4723620000000002
18609,16.63745
18610,-116.922549
18611,-100.3708
18612,-122.96404299999999
18613,-84.328526
18614,-113.448853
18615,-122.76526100000001
18616,-113.57846699999999
18617,2.06544
18618,14.905676999999999
18619,-78.822912
18620,-111.89770700000001
18621,-57.952879
18622,-87.832603
18623,-90.521167
18624,-113.381323
18625,100.56912700000001
18626,-0.433766
18627,-113.46676299999999
18628,116.102382
18629,-97.470213
18630,2.346886
18631,139.92631799999998
18632,-1.957327
18633,13.532651999999999
18634,-0.44354
18635,-96.609752
18636,10.760392
18637,-63.572920999999994
18638,143.833198
18639,-113.561901
18640,14.414492000000001
18641,-90.23535
18642,-113.447607
18643,-90.235936
18644,-118.14678300000001
18645,-98.197249
18646,2.790236
18647,110.333348
18648,-121.309079
18649,-99.605387
18650,26.089666
18651,11.343096000000001
18652,-97.458209
18653,-8.644807
18654,-84.35211
18655,1.53415
18656,-117.5898
18657,1.536792
18658,-97.319971
18659,-71.15965899999999
18660,8.950388
18661,0.013569
18662,-1.9892189999999998
18663,6.149203
18664,-1.045428
18665,-0.11823
18666,-116.924205
18667,9.523852
18668,-77.509852
18669,8.284114
18670,-83.029634
18671,-122.641494
18672,14.588389999999999
18673,-79.805116
18674,-105.232417
18675,-119.781553
18676,14.503879999999999
18677,-98.192637
18678,-74.137346
18679,-72.718814
18680,-98.195797
18681,-80.989913
18682,-73.19873
18683,-118.50131299999998
18684,-90.066903
18685,2.353157
18686,14.423229999999998
18687,-43.257251000000004
18688,-112.00585900000002
18689,-89.800405
18690,-117.921376
18691,-78.649936
18692,-7.715184
18693,-87.831144
18694,102.787463
18695,8.953142999999999
18696,14.477762
18697,-98.50247
18698,2.288669
18699,0.173377
18700,-0.44571700000000003
18701,14.420689000000001
18702,-72.71826
18703,0.808457
18704,174.77916399999998
18705,-2.393257
18706,-97.458378
18707,2.402215
18708,121.02764199999999
18709,10.937187
18710,11.918928
18711,-79.421289
18712,143.847624
18713,-90.237989
18714,-88.256879
18715,-80.97532199999999
18716,10.237769
18717,-117.726479
18718,103.831453
18719,-81.850482
18720,-0.025315
18721,-91.05176800000001
18722,10.773257000000001
18723,-91.134665
18724,-83.101934
18725,-119.206878
18726,-79.211321
18727,-1.997634
18728,-84.523898
18729,-3.7279989999999996
18730,10.400542
18731,-77.521589
18732,14.511745000000001
18733,-113.448756
18734,-121.954199
18735,11.333021
18736,-98.22305
18737,110.33139299999999
18738,-1.954805
18739,19.939170999999998
18740,-84.374042
18741,-84.523161
18742,-100.44251
18743,-98.62719200000001
18744,-87.830146
18745,12.93197
18746,-122.30426899999999
18747,-84.369771
18748,-77.529383
18749,-97.451362
18750,-122.41305700000001
18751,16.448798999999998
18752,-0.44031899999999996
18753,-77.53135400000001
18754,-72.750046
18755,-98.195797
18756,-80.75110500000001
18757,11.365936999999999
18758,-77.530727
18759,2.4031
18760,11.908928999999999
18761,-105.08126899999999
18762,-77.690161
18763,-8.010342
18764,-98.19596800000001
18765,-105.00109199999999
18766,-84.371989
18767,-77.506447
18768,-2.47418
18769,-77.383088
18770,-77.173275
18771,-116.927885
18772,-113.49625400000001
18773,14.403069
18774,18.551205
18775,-84.058162
18776,-87.59869499999999
18777,16.55623
18778,11.910839999999999
18779,8.958117
18780,-1.9873869999999998
18781,16.850579999999997
18782,-79.209911
18783,-76.183581
18784,-7.712905
18785,-77.480639
18786,-80.977739
18787,110.33213799999999
18788,-73.972121
18789,-77.463788
18790,-97.458547
18791,151.209925
18792,0.24441999999999997
18793,0.810708
18794,-73.707927
18795,-77.423087
18796,-58.46581
18797,-119.21341699999999
18798,-117.946547
18799,-115.06351200000002
18800,-122.426065
18801,9.507195
18802,-81.814452
18803,-117.098301
18804,18.165245000000002
18805,-115.135508
18806,110.334745
18807,14.353394
18808,-77.527412
18809,13.544606
18810,-97.461336
18811,-77.386138
18812,-0.10068200000000001
18813,9.50335
18814,7.226058999999999
18815,10.358935
18816,-73.976621
18817,0.8075220000000001
18818,14.509633
18819,-99.6053
18820,-117.267749
18821,-77.526606
18822,175.280452
18823,14.520760999999998
18824,-97.785352
18825,-77.224843
18826,-90.23564300000001
18827,2.781288
18828,-84.222898
18829,-116.926597
18830,14.606758
18831,14.331814000000001
18832,-3.2473240000000003
18833,9.226484
18834,2.4031
18835,-81.515025
18836,-97.461167
18837,-84.191849
18838,4.447181
18839,153.03651200000002
18840,14.413863000000001
18841,9.174631
18842,-105.079625
18843,-116.93680900000001
18844,-123.383852
18845,-0.6529229999999999
18846,18.278975
18847,-81.52248399999999
18848,-77.223495
18849,13.445352
18850,14.502129
18851,14.419270000000001
18852,139.910944
18853,103.85781300000001
18854,-90.23666899999999
18855,17.996095
18856,14.329863000000001
18857,-97.42676999999999
18858,-79.21449399999999
18859,-70.90958499999999
18860,-47.022316
18861,-77.151617
18862,0.121189
18863,-90.241068
18864,-0.435878
18865,14.510892000000002
18866,26.100614999999998
18867,106.706649
18868,-90.933439
18869,14.679460999999998
18870,-115.22823600000001
18871,-2.3869849999999997
18872,13.767347000000001
18873,8.960224
18874,14.266121
18875,1.933947
18876,-47.019353
18877,121.051023
18878,26.094579
18879,14.403691
18880,-93.293853
18881,139.710245
18882,-123.38159399999999
18883,-0.43427299999999996
18884,18.03616
18885,14.51588
18886,2.7885240000000002
18887,9.513427
18888,-84.332389
18889,-91.051992
18890,-79.727149
18891,-116.901754
18892,100.577568
18893,17.993673
18894,-80.131998
18895,-90.934335
18896,-77.222418
18897,-84.397033
18898,17.99577
18899,2.063471
18900,143.813177
18901,-122.983023
18902,13.593426999999998
18903,-72.744223
18904,0.17735599999999999
18905,-98.196224
18906,11.892211999999999
18907,-92.19773199999999
18908,-84.347755
18909,-98.197249
18910,-77.94767399999999
18911,-7.714092999999999
18912,14.914755
18913,-93.39505
18914,-111.881126
18915,-87.515511
18916,-77.07295
18917,18.185988000000002
18918,14.43619
18919,-79.799511
18920,-93.292438
18921,-95.668022
18922,-122.397038
18923,5.325714
18924,100.559983
18925,-87.854016
18926,-98.163262
18927,2.406446
18928,-122.929179
18929,-97.215277
18930,16.388231
18931,-122.954746
18932,-73.185177
18933,-117.728495
18934,-46.545189
18935,-93.379386
18936,10.804908
18937,-97.45998399999999
18938,-81.523084
18939,-97.25993299999999
18940,14.710996
18941,2.2864709999999997
18942,143.848048
18943,174.803626
18944,2.4014349999999998
18945,-113.432032
18946,-90.183048
18947,-84.389973
18948,2.263462
18949,-0.45258000000000004
18950,-81.80668
18951,-72.756466
18952,100.541434
18953,-0.439097
18954,-3.2471669999999997
18955,14.509560999999998
18956,-76.22107
18957,-98.196139
18958,-118.499306
18959,-108.50323700000001
18960,-93.243317
18961,16.647292
18962,16.933887
18963,-117.7558
18964,-122.392524
18965,12.722277
18966,-117.94499099999999
18967,-0.439217
18968,-112.053459
18969,-97.458547
18970,-84.085402
18971,100.577129
18972,-87.8412
18973,-90.163873
18974,-85.03605300000001
18975,10.767083999999999
18976,9.604954
18977,15.068295999999998
18978,-84.053208
18979,5.113592
18980,-87.81563299999999
18981,-75.35019100000001
18982,2.297461
18983,-95.66679
18984,0.011027
18985,11.346058
18986,-1.986341
18987,2.4008540000000003
18988,-97.47368
18989,-87.85455300000001
18990,-119.860773
18991,-115.113735
18992,14.715210999999998
18993,14.405888000000001
18994,103.791425
18995,26.098453
18996,-84.08796
18997,-118.496569
18998,4.880347
18999,8.923088
19000,18.078239
19001,-93.285198
19002,-72.680481
19003,13.459118
19004,18.138253
19005,-97.44468499999999
19006,-80.12920600000001
19007,11.346079
19008,10.794333
19009,2.7775529999999997
19010,-87.845191
19011,-83.038865
19012,-0.440428
19013,-73.15602700000001
19014,-105.232325
19015,18.079631
19016,-77.354561
19017,-112.003437
19018,23.415221
19019,14.373207999999998
19020,20.982899
19021,-2.018657
19022,-79.213701
19023,0.181005
19024,114.325368
19025,-113.507379
19026,-77.66314200000001
19027,15.769485000000001
19028,-90.06245200000001
19029,15.224256
19030,110.332045
19031,100.564379
19032,-0.575918
19033,151.208559
19034,0.12438900000000001
19035,-72.53541
19036,-117.94993400000001
19037,-112.053459
19038,-103.394337
19039,-118.49629499999999
19040,-97.459815
19041,17.126165
19042,15.216145000000001
19043,-94.632566
19044,13.292164999999999
19045,-1.89265
19046,-3.7221300000000004
19047,-114.961281
19048,-76.98208299999999
19049,100.552334
19050,-97.322924
19051,174.803707
19052,-116.924297
19053,-78.49939
19054,-115.138751
19055,13.733835999999998
19056,2.278852
19057,18.190313
19058,-91.058651
19059,8.951727
19060,1.313976
19061,-111.927517
19062,151.131809
19063,-87.43039499999999
19064,6.5511099999999995
19065,14.474682000000001
19066,-98.194772
19067,10.501711
19068,-73.205539
19069,-78.656761
19070,-120.599898
19071,11.3086
19072,-82.418012
19073,-74.584177
19074,14.392087
19075,-122.66216499999999
19076,-84.374042
19077,2.403068
19078,-122.289049
19079,12.688423
19080,14.511049
19081,-80.88927199999999
19082,14.420929999999998
19083,72.563692
19084,-115.05582
19085,17.389483
19086,6.11744
19087,-99.60504
19088,-90.23666899999999
19089,-77.705636
19090,2.401996
19091,-88.35159499999999
19092,-79.920538
19093,-90.23989499999999
19094,-90.93605
19095,116.07071
19096,14.417006
19097,-118.49967099999999
19098,11.344054
19099,102.772642
19100,9.178109
19101,0.17491400000000001
19102,-78.639829
19103,-57.954566
19104,-122.96560600000001
19105,-97.461336
19106,26.0913
19107,10.427999999999999
19108,15.913016
19109,-80.099976
19110,144.961571
19111,-7.717064
19112,-90.061503
19113,2.788057
19114,15.061423999999999
19115,-90.074786
19116,9.182747
19117,-75.157137
19118,-70.54225
19119,11.890163000000001
19120,16.654625
19121,13.29442
19122,-71.312152
19123,-116.94058100000001
19124,18.161899
19125,-76.978753
19126,-113.40051399999999
