,0
0,41.74588096360818
1,5.989132929934062
2,39.25845563868119
3,33.65576276859754
4,48.5642893870461
5,42.44026734500103
6,57.33797376827164
7,27.741273392857984
8,-28.515232694190047
9,33.10086263047004
10,34.28523342026266
11,30.528366662683254
12,28.33877474748038
13,33.38362921856712
14,44.250483484007454
15,40.47774869283726
16,54.37890002866968
17,23.21331389193677
18,38.27243781461098
19,31.70551009205147
20,35.30194171123317
21,58.22752391134397
22,35.75144661131591
23,37.580951642496736
24,34.08474230748354
25,37.374026044378844
26,37.199284022550735
27,44.06006824444133
28,31.90070716375219
29,52.3718941000398
30,43.95257285561416
31,35.55603108454361
32,31.39155174454829
33,57.33785143140618
34,35.384405023181266
35,39.54484331013373
36,34.613889996210595
37,49.861049081693686
38,50.93645088830135
39,42.07467954525451
40,48.36418971387627
41,18.200253298099753
42,42.360415625456
43,27.886618176522497
44,40.687740087585084
45,46.78698753985962
46,34.874887645888336
47,42.67481334628517
48,36.32819241087803
49,31.31609396605789
50,50.7764082888802
51,38.11760374313567
52,51.10151239609462
53,24.934133458945464
54,47.51501249181609
55,42.7868575494146
56,51.46486305098277
57,54.06599252125296
58,32.964070258756585
59,52.16896761087129
60,39.43964166266322
61,44.79687214677625
62,27.641713053155698
63,40.442550670304044
64,38.32496061546309
65,53.33386421720481
66,36.66670423858808
67,49.32703501098085
68,29.524657887129823
69,40.189512041300226
70,32.38493796878309
71,38.57393384523584
72,24.674539670339268
73,39.74832435043406
74,46.501823923999794
75,31.31609396605789
76,59.44869109591457
77,38.3911122647705
78,30.952473136161025
79,35.612297829191746
80,37.98355012104621
81,50.50722150532411
82,36.12601773669022
83,50.76251099254895
84,33.389950523476564
85,39.86198304137147
86,42.7534878426545
87,39.47223240082663
88,24.65158559647062
89,50.34997111404506
90,45.392758024059376
91,34.13337278956711
92,46.23294522304218
93,51.08076257437359
94,54.607412311837045
95,30.901924676070053
96,54.05840648005047
97,28.375244605997736
98,42.12365514631205
99,34.18388872136339
100,48.93421477119641
101,33.65256811722437
102,35.37863002122658
103,43.40168815841676
104,38.179467513236105
105,35.51854523315401
106,34.21331178043353
107,40.442550670304044
108,27.54652503207211
109,46.59100446058686
110,38.202414541874376
111,39.16777692903104
112,44.77147837642309
113,51.55468570174567
114,39.3083087910449
115,51.34815090079476
116,32.72013056221845
117,41.07998068622374
118,39.42250905396682
119,31.70551009205147
120,43.558428832877595
121,39.9740107858133
122,44.996365809300016
123,50.371562693707055
124,27.327812758436504
125,38.167352237857514
126,31.983688074901874
127,43.01442366346462
128,47.75266129890747
129,40.53870467790381
130,45.68831483936398
131,44.78406908353696
132,44.70053391994128
133,34.452039453562705
134,45.440614096541765
135,36.50293156172223
136,40.82025615107647
137,39.56753846408032
138,29.11518707131056
139,18.835243562678272
140,32.770067440450006
141,38.67690589195883
142,35.35430078579825
143,55.485953034561476
144,40.46280959620032
145,28.694190550784768
146,39.597384844984624
147,46.22871616380631
148,42.9712384551641
149,48.18441979161135
150,46.04182838235978
151,39.898681171441396
152,46.26076359043233
153,35.629648322421225
154,38.91476186384744
155,34.436849938374635
156,47.150337177299015
157,36.12681146493615
158,49.22300872342658
159,36.83195015568561
160,44.5492692331304
161,47.46014122971907
162,26.625214340179493
163,47.98420166108579
164,50.49060147906341
165,40.59573391339996
166,38.040328822355704
167,42.36145055520066
168,21.809597518179576
169,41.74467163830767
170,37.250210013569024
171,35.904240487364234
172,46.041729371140455
173,36.5220285097835
174,33.43491675350885
175,41.19570744800916
176,48.26050379663002
177,40.43651373491685
178,40.59573391339996
179,27.437104308139713
180,37.9330831587602
181,41.108684180058944
182,-18.42922428464391
183,42.271689748195385
