,true longitude
177,-81.29635709645119
178,12.417134353784089
179,102.34161368468878
180,-76.97079504002289
181,9.876529681222973
182,148.84587369680108
183,-93.53852778390488
184,-75.44211048633036
185,-105.55652094854108
186,-110.14831927843655
187,-85.11549499201955
188,16.96291193029803
189,75.39287563938649
190,-129.91030837767525
191,14.04677642837322
192,-78.86665757690314
193,10.514569536776687
194,7.353533577065103
195,68.03727347946558
196,-33.795574092696796
197,-78.81447412554556
198,77.4026564937389
199,-86.54723330247005
200,17.990429290956346
201,-69.12651287951502
202,144.03510185993537
203,-78.63403629784779
204,-112.73201848943023
205,5.150042620230779
206,-24.940396288161764
207,-34.58346289851404
208,-110.39652804298413
209,6.158443438889064
210,-54.494689205366676
211,-12.24682788784795
212,-12.878472867515919
213,-42.445816864187826
214,-96.91073417334965
215,-71.69146048357607
216,1.7191736214187772
217,-109.27340773505308
218,-59.5460843330883
219,-87.01157397053487
220,-80.99733129454982
221,22.771711285355508
222,-78.0457431238326
223,-84.1006045124306
224,-87.49736459071275
225,12.861366095760841
226,38.16353411762919
227,21.660847753561363
228,-72.62936082698694
229,-54.62964938748045
230,8.781511531143813
231,71.71473953328464
232,-80.80121263618211
233,-95.6753324559965
234,9.215484561218977
235,-91.94394220824083
236,9.079710968761443
237,-81.03509286462223
238,-109.87909149146135
239,17.25743432218743
240,11.740188280571621
241,-57.69663680031396
242,-110.90657049841047
243,-90.29379197474996
244,-76.84771728062911
245,-81.58169413456228
246,-45.71365142081809
247,-109.05181460485068
248,-110.81859774243111
249,9.70005999358665
250,8.90163831899668
251,-18.517880550694567
252,-124.35501866545866
253,-130.82226835745456
254,3.7280534935194476
255,-3.577480455177044
256,-9.39528359042379
257,4.201440059276019
258,2.5563495148594355
259,-89.91049351809188
260,13.331794293787153
261,-2.523488590594773
262,17.94414331834086
263,-3.3104419246067427
264,-84.97843178702294
265,54.870877056554626
266,-7.06634332576196
267,-53.19207420364677
268,12.907238885735472
269,26.89446500080613
270,-7.444674741771229
271,20.184575971386803
272,-26.902279496189404
273,-51.06805290950674
274,-82.84721582376926
275,0.8902513636355317
276,-45.87829750180668
277,-8.012276999248733
278,-0.802269686566893
279,-20.755178786905997
280,-83.51166420902224
281,168.26035253343295
282,-99.0293051961289
283,-40.01660497714896
284,8.518917316059358
285,13.745902348646473
286,-20.419857863135604
287,50.39414788222352
288,4.45721025820673
289,-74.0967543817144
290,-59.57335276915068
291,-120.84247392038694
292,4.1337306724336305
293,-64.08296428579087
294,-68.3429647144788
295,-85.04962168863469
296,-57.95237836473455
297,102.35383151363204
298,-99.39552151779259
299,9.890963785371701
300,3.640975153351616
301,-77.61298285297606
302,8.757197565588273
303,-123.18206788527353
304,-22.800827719663744
305,21.10849475016898
306,-60.11465261898684
307,21.636571353935373
308,12.961862378844662
309,-63.981493732971295
310,-83.1239976257818
311,17.569270358743555
312,-67.11442275541961
313,15.503689524264496
314,-9.75322290398189
315,-75.31896345098086
316,9.215484561218977
317,-114.58586728038105
318,-90.34362001859907
319,-87.1857308989038
320,-62.84570788842316
321,-43.73313119532069
322,-71.02415158035507
323,-11.05642882282743
324,-78.1913662463673
325,-2.1662811541793934
326,-81.57494880647536
327,22.011381927895922
328,4.5738834894320695
329,-83.75883937460434
330,-127.75150302161221
331,17.754712838312795
332,-15.247658585104821
333,17.209352834636103
334,-30.750379221229842
335,17.66610294925555
336,34.18098544466956
337,6.2979837442449265
338,-85.03094113348652
339,-69.78941116048489
340,6.631665033563391
341,-11.21177225569376
342,-0.9320682555599373
343,-18.02875783970686
344,0.3632049895841449
345,-33.33585253693028
346,-69.6340500832297
347,-41.63150784537213
348,-69.44862504917661
349,11.995090753389903
350,-19.14696357413425
351,-96.2614384233057
352,15.92625389067645
353,-106.33956939252485
354,4.819070315236945
355,-123.76613336697244
356,-32.40965070300849
357,-75.06170024833307
358,118.29847582218095
359,-73.55915704566671
360,-71.5892598511477
361,-97.69637071437948
362,-100.86016295557923
363,-78.57635589837223
364,-118.7862500014853
365,14.157263396631842
366,-72.0612981752609
367,-95.16955342144779
368,1.1590641318063202
369,-18.1795154269919
370,12.773263369730913
371,-1.0305225307117085
372,-109.69870442476561
373,-72.2874068634661
374,-102.45966610416076
375,-76.33629961762949
376,-72.45625568134521
377,15.755574052773886
378,-82.6996877647228
379,-57.528463535975
380,3.6208291768119407
381,-68.90300654669164
382,-72.32937235420256
383,5.557168243204528
384,102.38433832333868
385,-78.07115603426193
386,-7.918396475556063
387,84.08145017994272
388,11.694875236584055
389,-91.47545526664065
390,-72.55501984274828
391,11.439239727359922
392,-7.549145880747929
393,-110.77139052038456
394,-83.07285137592166
395,-5.3772406868084355
396,-85.71842144926798
397,3.754066852088953
398,2.5123360380028394
399,5.671584030584468
400,-80.86786816801452
401,-4.968041397613259
402,-46.3668613367158
403,-65.48724359011563
404,-35.20479668415938
405,-127.10519317730018
406,106.90839586851047
407,-73.67711366378778
408,105.4027875302236
409,-50.75003622735249
410,-1.4981049207846417
411,-11.52296706599539
412,-29.944821604243668
413,-90.08561993652837
414,32.60478811187718
415,15.571960377815165
416,-104.24422357267014
417,2.071246994387977
418,147.00064302337046
419,33.06088366649713
420,67.46972682747166
421,-90.66333166686358
422,-24.305422478251696
423,8.101369286651014
424,-77.01101380750649
425,-4.306704022739885
426,-19.501609342652614
427,-98.63662610245154
428,13.625771276505052
429,87.14184478809443
430,3.465108166260449
431,-72.36129509825123
432,-87.33273051544404
433,-66.11880618422173
434,23.37886241983611
435,-136.41593528345678
436,-80.37829913613278
437,-4.991659004625005
438,-85.20807845753804
439,-53.396352751828225
440,-96.17382176054497
441,11.546003918202121
442,29.57022106055683
443,-51.40154098980284
444,-85.75686898095024
445,111.60847823550023
446,-113.07621179149261
447,-127.56106554720003
448,-116.74847988155834
449,-103.49385453193659
450,-20.744136957727168
451,-73.05253879691755
452,16.47616692596661
453,-86.14636418333933
454,-56.74749824941476
455,5.06368710208989
456,152.43842010361365
457,-76.43000513360187
458,-93.68608457517462
459,-0.9650072242800556
460,-100.00804062485044
461,11.042480435247963
462,-76.89503091243435
463,-6.725170352364634
464,-31.74967412976683
465,-38.365436700999304
466,-5.86091839983356
467,-107.33222970292408
468,-5.219241827553711
469,-18.06307278773819
470,-9.946379950215816
471,118.025006692706
472,11.93961809426457
473,-18.067502498793157
474,13.771272763336441
475,-92.48285659392702
476,-33.32639928553777
477,57.51124334248263
478,-79.5392209777989
479,-5.076114486949271
480,-13.504782673318832
481,24.961631716738875
482,-87.83107612985516
483,-53.613778203394396
484,-67.90588258083847
485,-24.96559177022764
486,-1.4549424863465221
487,-89.60006100644365
488,14.73957830627609
489,-92.25058008787238
490,-121.54209903712955
491,8.301462988344465
492,-33.82663772575385
493,-58.10895688027904
494,16.561412795554794
495,-13.34702488332629
496,-60.06666161803347
497,83.76574726979878
498,-3.592401832867692
499,-101.96091989982504
500,66.2736729023563
501,-42.611526263124965
502,-104.62459216777988
503,23.469682051821312
504,-67.09414733178727
505,-92.23646868372607
506,-92.06114399441923
507,10.80250232557806
508,-13.002185097400485
509,7.560632097131812
510,-10.033815068599077
511,9.703575565425686
512,-69.75135689938526
513,-95.01294424237805
514,-77.86297252250299
515,-80.15999222092502
516,-109.1090287827132
517,-59.25341991755789
518,-73.96805936161749
519,-7.824492847569141
520,-127.36278557613142
521,-117.62892366560651
522,-118.15247014454448
523,-50.86822439292576
524,14.172898317720644
525,-56.70134374505517
526,-119.89293183291439
527,-95.76185557409623
528,10.523053177777399
529,-82.34300225542236
530,-84.03813107457714
531,11.535332247776816
532,-63.99079135445833
533,-1.8237979761943053
534,9.942759645375581
535,11.93945147280214
536,0.3849452637324497
537,-82.80449413260061
538,-88.6080685835254
539,13.54182240723217
540,-5.202399100745819
541,-79.00374446838853
542,-90.18432619210193
543,-84.0183959106936
544,-65.89100353706237
545,-78.51653457625275
546,-27.090586718694038
547,-94.27945497595327
548,-74.11589761935012
549,-112.42668485947088
550,-75.95075723397929
551,-1.3934931050353898
552,3.1228612884543097
553,-85.02359140216994
554,-55.790386679100216
555,-85.26129645515276
556,-139.92942773404042
557,6.600718510872994
558,-71.21673179929287
559,-1.0071929288240362
560,-111.66564739674838
561,-105.51638443733849
562,35.269623474664705
563,-90.42780097038724
564,1.7881145893955184
565,-76.22502861795304
566,15.203231723396582
567,12.17854105557053
568,-13.716913190079751
569,-22.92205170847159
570,-5.0230616568876005
571,-5.389982024073803
572,-85.11549499201955
573,-81.67256123362026
574,8.945098837151347
575,-78.92362311840668
576,-100.34805972392499
577,15.522155246038551
578,-86.6240639749656
579,-1.1794295776805588
580,-80.95985431989982
581,-106.05311345457956
582,-57.4050264034519
583,-108.79953381667096
584,10.40810017704669
585,-4.4690644092481895
586,12.280565253499375
587,23.17992990400352
588,1.9733717309281307
589,-80.87446819303851
590,-117.55331514881759
591,-35.333986567357215
592,12.477192192359572
593,4.325246906627752
594,9.16325765921136
595,25.182266763850706
596,13.00042079899638
597,-75.98978404322797
598,-8.514275061110249
599,-84.10233049665548
600,124.8901996855145
601,-1.9065366628539884
602,-3.925161242737819
603,-0.8928856514914303
604,-114.33232456056757
605,19.859595554308587
606,-15.881934910927583
607,-62.641154060400986
608,118.41992789240747
609,-105.22852910576424
610,105.32758500078158
611,-89.3179887017252
612,9.054798004882821
613,-86.00279127753468
614,-74.63275872512038
615,17.030272747353195
616,-135.43995482265512
617,12.22009628375385
618,-110.59717813490022
619,82.39844341678636
620,-1.6065328140941402
621,129.25502301075952
622,-31.560512504518076
623,-59.72264729512169
624,-129.44625546726903
625,-88.9585665480026
626,16.808106637468274
627,6.420784525662657
628,13.997031761365587
629,-108.32010602187549
630,-2.147793929069854
631,-76.63433962788876
632,141.62681717633015
633,-83.36223132413399
634,-94.36425203257815
635,-19.064923591782353
636,-115.90446172764159
637,-2.179088104876484
638,-82.39547063552673
639,-99.86442855599674
640,-100.96679589184713
641,7.663181270875718
642,-95.28746855395013
643,118.27438678259766
644,-117.7838036823319
645,-110.99747869252353
646,-80.63006385637173
647,-115.63191280855523
648,-70.77395144784649
649,5.930998310136613
650,-89.87217774668117
651,-79.51532931178907
652,1.5202134875681805
653,-114.88804709740053
654,-7.8474693771772985
655,-93.27067187934557
656,-51.69882410415209
657,-121.69528657424044
658,-111.40941491087521
659,-120.90220803059292
660,13.103655761499272
661,-59.70588736889211
662,-2.1907132119193946
663,-77.08139503345677
664,-71.2160770204602
665,-94.1950316497804
666,8.444971605276308
667,-6.5377798775390605
668,-87.36928573938138
669,-74.15400922942982
670,20.65694812844843
671,-79.76819361951324
672,-9.088208300783604
673,64.08529810959344
674,-72.30011622638662
675,100.86744661714987
676,2.0680350262463856
677,155.7786150902151
678,-102.8766897923386
679,15.736731854166484
680,-81.87373063994393
681,-71.42299246501331
682,12.835395803418345
683,159.56122010945998
684,-49.96127085450979
685,-55.047513067496986
686,-1.4842363893488553
687,-118.50293707156405
688,-83.1041874687409
689,15.694048641974197
690,-3.9452238718966886
691,4.288265236786041
692,-10.641996961967724
693,-81.62996991934861
694,-78.75622002119881
695,10.213905863680464
696,10.456550354034666
697,-53.645442297521086
698,-75.2574731821356
699,-32.55962915652435
700,98.95574143355275
701,23.33418782953867
702,-83.9261691751332
703,-118.06188329958214
704,-0.952267040626062
705,1.039922397863496
706,20.937450478124312
707,7.320378344937633
708,-98.1236123343459
709,16.504287297064117
710,-81.03398948914838
711,5.914182750526758
712,-77.68194505079332
713,-93.81232911681256
714,-102.22551994079613
715,-76.95046582299855
716,-97.31768924856776
717,-111.04613800263202
718,40.871317145366895
719,10.841415569244507
720,0.7366967569138464
721,-28.02478806107666
722,-69.1662848980555
723,129.40573320436042
724,3.1246616185935263
725,15.574178132728814
726,11.563796286852762
727,16.955335602681686
728,-117.86768275711839
729,12.513532379887566
730,-61.70582455205793
731,-9.567863463758636
732,-86.58501567924851
733,-93.9021481233658
734,-72.60780082363327
735,-16.71959157840123
736,-80.54800989388535
737,-67.17044903113829
738,-6.303806395408459
739,18.754480724374858
740,-79.87922824842737
741,18.388335371532484
742,-102.0700583078444
743,5.791474233198784
744,-84.20739407440003
745,-31.01986413130499
746,22.144113584865732
747,-85.75684758969719
748,68.78269268257863
749,-78.95223881876451
750,-111.33248596308303
751,-10.480972216480568
752,-80.90429682550521
753,150.56811260944272
754,-77.5547622729334
755,-71.00524984310111
756,-83.88859626739618
757,-124.60564477481056
758,-3.129752249799736
759,11.879386438975269
760,18.040735582298776
761,-0.09978946062581084
762,-39.7994160666524
763,15.715785858896464
764,-14.187640528586503
765,-94.52742253211996
766,-115.45586309523479
767,-16.17541906204946
768,-40.909569038330396
769,-0.1073055381818108
770,144.35097259996905
771,2.5257708808145085
772,-9.89306151969043
773,-37.633993761949554
774,-73.34495675452244
775,-77.48405768572054
776,-93.10086984676198
777,110.34293599720887
778,-116.6744551519833
779,-4.969644663028418
780,-9.51342295090769
781,-3.85977609570123
782,106.16203581877876
783,-5.2646953339944655
784,-86.93438609453943
785,5.8837481449955575
786,-9.316598666870402
787,-117.67939362354984
788,9.597943472053613
789,-66.5315442171685
790,-2.238724898147295
791,20.241143490250437
792,12.548440659686584
793,-0.8150202412648715
794,-79.58873519707879
795,-124.67659810785156
796,-115.59613470931697
797,-108.90963466427722
798,-13.519319840485903
799,-64.5184619270071
800,-104.35857168536238
801,-52.24603020358825
802,-89.165644238536
803,-98.29304073495989
804,8.520784203842373
805,5.147151352881266
806,17.959528404484317
807,-122.73374683761251
808,-96.21548322022198
809,-60.60864904732462
810,4.744767000749819
811,5.547200049909156
812,99.6521051072911
813,-96.53538299795775
814,116.21576018353959
815,-79.57796834829962
816,-75.14063568812405
817,18.467778701537856
818,-84.39976405944503
819,-76.60847527346365
820,-89.30026905846069
821,15.794756489050906
822,-5.815676793879916
823,-88.42873050800674
824,0.8948853242449191
825,2.4240158496717847
826,-111.04882986095237
827,-59.69173912344852
828,-4.373141493301898
829,-93.94516715622021
830,-38.14613845294534
831,-75.90493464842044
832,-75.9871255394598
833,-85.11864059810256
834,-72.46479828766067
835,14.625510688366035
836,6.5004422877556065
837,-16.743238998903326
838,-79.74650829362398
839,-4.733799390630096
840,23.303880971426942
841,-108.32752211295899
842,-71.16743080316537
843,6.007769267748804
844,20.489377588571802
845,16.309939735408726
846,-76.74916578048244
847,14.831150490242969
848,6.839129940338406
849,-66.03715792855803
850,-0.42853054792732437
851,128.2419488312062
852,-0.2348074536648712
853,-9.90020484181184
854,-19.13037822392311
855,-84.59830058252935
856,-95.90959588588532
857,-56.813820844482194
858,-6.009228951348814
859,-76.1735514193272
860,-61.84985933660766
861,-89.2660800906673
862,-92.40267605055985
863,-85.96324468863745
864,-37.89426955508246
865,10.965910493361111
866,16.780525576888152
867,11.674614202139443
868,-84.94148377168453
869,21.89941407237827
870,117.68525094738116
871,-84.9367941876181
872,92.67152135890495
873,-13.473373422086961
874,2.3995959615909657
875,-97.68711873739107
876,-23.08843062349055
877,5.1444217052154615
878,-49.50903070999463
879,-93.24019468065133
880,21.162336369356744
881,-115.08572964154364
882,62.56261143638713
883,-75.53271070155253
884,-69.42980401377382
885,-83.97201203149847
886,-85.54134579843785
887,-39.353324001845465
888,-91.49707051713146
889,-62.33152004998213
890,-45.98485517231667
891,-102.06626089504779
892,-90.36984686680444
893,-71.02030333810083
894,99.26388823889238
895,-6.025201242137809
896,-89.75204719792588
897,81.68176010934043
898,-29.944821604243668
899,-28.38185859931314
900,-0.10000959119205435
901,16.82429157961853
902,-46.07146808735667
903,131.51259237475614
904,-100.26059366515634
905,-101.31591662142183
906,7.609351940937391
907,-16.85443144350797
908,-82.58812819037136
909,8.553336572485565
910,128.06043746925633
911,17.776340586957858
912,-76.56294675182377
913,-71.33322780129618
914,-81.32063954506717
915,15.388465218335071
916,-8.937006515884562
917,-63.74750640750267
918,7.848838221960449
919,-94.53210442296518
920,25.32326447094878
921,-78.61477111396322
922,-73.83056545058368
923,-20.608787576056482
924,-63.438745522383215
925,22.328847888921665
926,0.7166867099984949
927,-13.967555165887173
928,-82.46143870983788
929,21.581940949355157
930,127.28818483794069
931,-77.01209582570243
932,-100.30999586604182
933,-7.368929486414277
934,-97.65550094970155
935,22.22697585863408
936,156.73792546367127
937,-89.73397572541396
938,-106.6711856879931
939,-77.34294210306743
940,-55.43136308210517
941,-11.546236951356224
942,20.738660312945715
943,-75.81274927861604
944,-116.63209542782796
945,-35.00921122833369
946,-83.42698445343483
947,-67.91648745145505
948,-77.3601877041683
949,25.937054970309106
950,-98.41638988918204
951,21.896986820853368
952,-83.37053220948103
953,-34.706807011021894
954,29.75594599412316
955,-59.38995030786262
956,30.281894812593357
957,-89.5682278760508
958,-6.759872208799955
959,7.173097880106074
960,16.286547019510962
961,-87.58255164446447
962,-84.15970450282484
963,-10.245351103424165
964,8.640915214004913
965,-7.912210107400213
966,-1.547912024659163
967,17.057033207008146
968,-106.0141035120926
969,-45.80666429970581
970,112.18404654145718
971,-112.72035320515545
972,17.149645087908134
973,61.623615894111914
974,-110.3253385039359
975,8.078809204464871
976,9.39742329823833
977,-50.20479081407062
978,-67.36867045032962
979,-21.283192383784115
980,9.182351812381857
981,-75.84647699220388
982,-15.730487897332795
983,-94.33229729745302
984,-66.34396729707184
985,8.078809204464871
986,7.040907387323773
987,-85.11864059810256
988,4.070123471913646
989,-7.809643037999569
990,25.250283272035613
991,-71.70766784704743
992,-124.74749863720304
993,79.84884941981178
994,-119.59137666370003
995,22.61267833325534
996,106.52651388922139
997,-18.34540053130595
998,-89.47705947464534
999,-8.32757706542385
1000,23.951984410235074
1001,-119.59181994556401
1002,-88.5046386217283
1003,-66.72312971334873
1004,-109.18144678445896
1005,-10.100916307499567
1006,-40.71082920450361
1007,-83.50298284025575
1008,6.199655702464163
1009,-72.04754925289888
1010,-9.894026380253393
1011,12.12767604339856
1012,116.54420252130302
1013,-107.00631528683775
1014,-75.41947315345026
1015,11.37524651674577
1016,-107.48674912988517
1017,5.7423157874005195
1018,-11.3703874630142
1019,165.96373358877966
1020,0.7947719176092602
1021,109.58172626295345
1022,10.729777682957339
1023,24.801340227001386
1024,-91.06904637466944
1025,0.2789545756289197
1026,-78.78974477757255
1027,-25.791328451634485
1028,-55.19980229686591
1029,4.331977075208791
1030,14.418618008442243
1031,-74.24342138216437
1032,-73.21739961609688
1033,83.77075489448801
1034,124.81466037006177
1035,-74.94770202874561
1036,-57.98131298401226
1037,-1.0503383392860812
1038,5.694719631943045
1039,-40.36239644468075
1040,-77.4205491019397
1041,-84.65759011280159
1042,-103.10122700325228
1043,-2.300082850882816
1044,-74.79195213982496
1045,-93.76958007185628
1046,16.926957256488894
1047,-77.41594396982568
1048,-40.34477784066732
1049,104.59012373360635
1050,-53.92708990407556
1051,-82.90730630638896
1052,-76.25090843851302
1053,-99.50048474345188
1054,-112.19228187419841
1055,-108.96440338965134
1056,-67.20961135681722
1057,-21.702595854783553
1058,-80.73123010575453
1059,-80.34280427876996
1060,-17.32326971284342
1061,-37.757244773492715
1062,-117.84985539426383
1063,-117.29362906036789
1064,0.2521170069286825
1065,-102.76915284495652
1066,-85.51382032824418
1067,-7.708269523215092
1068,19.546291590142904
1069,-65.99293077696021
1070,-30.33057007522515
1071,-1.2421990225070652
1072,24.391891281393274
1073,26.201489879192174
1074,18.670401852191116
1075,-35.171412845082514
1076,-12.519780425628143
1077,-8.895059353254457
1078,5.122912217486146
1079,3.85136554364685
1080,-1.611961838183583
1081,-23.807461018082293
1082,-75.73208305856387
1083,-81.20333288296688
1084,-93.81645676494826
1085,-18.822824078454904
1086,-86.69164162851412
1087,-0.5132177874552196
1088,-91.33883152349847
1089,-104.90471322913417
1090,4.405982535004663
1091,-124.85707839824613
1092,22.603341445947834
1093,-87.1296276800444
1094,-89.52445612008151
1095,-71.41502025144376
1096,-0.3700089983729689
1097,19.57336659099049
1098,-70.20644283151971
1099,-85.58490241060471
1100,-78.22901053820755
1101,14.127089788938338
1102,-100.7962980923124
1103,-7.715927544115826
1104,27.42257056165596
1105,-102.1936975930434
1106,122.27665918796738
1107,114.8558802691549
1108,34.18098544466956
1109,-12.384196611895991
1110,-36.57846438241527
1111,10.43664096754933
1112,-78.18340763692295
1113,-84.2424372418923
1114,-120.19448442277628
1115,4.4241247634465415
1116,120.77956256292836
1117,-20.149966198504856
1118,-89.52390555046478
1119,-71.98531828134769
1120,17.156636090875388
1121,-94.89288321075186
1122,10.845822160530792
1123,-75.90458037612191
1124,74.53694714085475
1125,-121.74607045977835
1126,-104.093214763403
1127,-74.26101873592789
1128,-66.59904244782585
1129,-8.012276999248733
1130,-77.61298285297606
1131,-14.874572565964103
1132,-82.1290533755599
1133,-117.91110674514287
1134,-6.193167542206941
1135,-122.87999935336508
1136,-3.0304419603371633
1137,-73.89058016247645
1138,-74.25388543579881
1139,-0.9826855128417955
1140,10.912687867750469
1141,-106.88571936991306
1142,7.779392151441865
1143,-124.84184269432475
1144,4.635039868371824
1145,-108.42030091263105
1146,-75.63018371092245
1147,-97.29367782728697
1148,-76.37240394575524
1149,-77.9169877392733
1150,-40.92832966340068
1151,28.521489064703847
1152,9.51097575203948
1153,-112.19814915741959
1154,-6.813219314338366
1155,-78.15537074439169
1156,-100.10099465304867
1157,-132.2338752965708
1158,-61.05883305017486
1159,-89.27839841916041
1160,-119.66615867019924
1161,-77.43235647501965
1162,18.51206870704891
1163,-12.509199942840585
1164,126.09884222021196
1165,-1.2854004047942198
1166,-71.94912298183533
1167,-44.04490711126971
1168,-92.2299827215273
1169,95.16340856341833
1170,-60.496852761984364
1171,19.513335609075796
1172,-84.82998641976486
1173,-58.086679511269814
1174,11.124548254744592
1175,-71.02050383959188
1176,-84.00311349281596
1177,-15.138401256385153
1178,-53.39525635139114
1179,0.07842688134755528
1180,-80.53865315634368
1181,21.162336369356744
1182,-9.124813005724342
1183,-86.76165617668131
1184,-10.868040977034957
1185,-15.831305986038512
1186,-17.98479459554505
1187,-75.4093513291577
1188,-40.755355003749386
1189,-99.11333715332901
1190,-118.56230112569112
1191,-72.23624780114622
1192,-122.07199340215917
1193,26.35880668410466
1194,-113.69066917941302
1195,9.065258313777207
1196,130.54857869523315
1197,-5.999672693885716
1198,-26.96051335420724
1199,9.64711243105525
1200,-86.11796213359493
1201,-3.3104419246067427
1202,-51.32018849953371
1203,15.465513516989342
1204,-112.11952190207445
1205,1.7220765923102934
1206,-22.65875708929254
1207,16.780525576888152
1208,-89.22801399851322
1209,-80.78278043235218
1210,-122.61751012678103
1211,13.194607247362843
1212,-92.72547909466061
1213,8.845606320781028
1214,15.464514237530606
1215,115.03011439493694
1216,-103.29229675599932
1217,-1.4549424863465221
1218,17.56543008211031
1219,11.978243902859326
1220,-107.15726137231538
1221,-103.86770570378756
1222,-18.668711958076955
1223,-7.912210107400213
1224,24.235848855190998
1225,-76.8401724142411
1226,63.3329496902217
1227,13.078383465616369
1228,23.822256136351537
1229,106.80207429855714
1230,-110.16977078825543
1231,-102.4585074048632
1232,-103.56151335662965
1233,-115.96113880089688
1234,-0.8689162310432286
1235,-87.67128506778222
1236,-79.24546639987965
1237,5.028420946590307
1238,-81.0582460300278
1239,-76.86796768032038
1240,-100.14438528977985
1241,11.616445452355466
1242,-80.52028608884672
1243,-73.822914944044
1244,-82.70186101523906
1245,-111.53658460294172
1246,-95.11396112989631
1247,8.23342533861333
1248,16.683895819996415
1249,-74.08787877682137
1250,-71.87440396809026
1251,-107.86911720213809
1252,-73.71447268956882
1253,-54.59661605550251
1254,-51.59108174551236
1255,-97.4637971277932
1256,-0.36707496234008763
1257,-86.74251611710507
1258,-69.06258426529689
1259,-102.97726705127762
1260,5.567125524647672
1261,17.59041077227815
1262,-75.60874790486287
1263,-107.29585515495603
1264,-2.931685762100597
1265,-4.525444991654027
1266,-80.07622045115701
1267,-0.7941402380540772
1268,-105.23137829397756
1269,-11.439504209755112
1270,-96.3451471417034
1271,10.683065751447158
1272,-99.67775669547514
1273,-9.026692711808593
1274,95.98758843312869
1275,-85.55107965817311
